Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Primary_Genre,Decade,Movie_Age,Success_Category,Popularity_Score,Genre_Count
Millions of Cards,2021,90.0,"Drama, War",7.2,55.0,Dhananjay Galani,Unknown,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,2
Mimi,2021,131.0,Drama,7.2,55.0,Laxman Utekar,Evelyn Edwards,Kriti Sanon,Sai Tamhankar,Drama,2020,3,Good,28.982532173293077,1
My Goal football,2021,131.0,Drama,7.2,55.0,Shoib Nikash Shah,Azmat Khwaja,Namita Lal,Shoib Nikash Shah,Drama,2020,3,Good,28.982532173293077,1
Nachaniya,2021,131.0,Drama,7.2,55.0,Sujoy Mukherjee,Amika Shail,Salim Zaidi,Vaibhav Shukla,Drama,2020,3,Good,28.982532173293077,1
Nagin,2021,131.0,"Drama, Fantasy",7.2,55.0,Vishal Furia,Shraddha Kapoor,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,2
NaPaak,2021,131.0,Drama,7.2,55.0,Kaun Bhatia,Deboprasad Halder,Anuradha Mukherjee,Satakshi Nandy,Drama,2020,3,Good,28.982532173293077,1
Noise of Silence,2021,110.0,"Drama, Romance",7.2,46.0,Saif Baidya,Puja Jha,Syed Firdaus,Sayantika Nath,Drama,2020,3,Good,27.721062732312422,2
Not Today,2021,92.0,Drama,7.2,55.0,Aditya Kripalani,Harsh Chhaya,Vibhawari Deshpande,Madhuri Gawali,Drama,2020,3,Good,28.982532173293077,1
Nyay: The Justice,2021,131.0,Drama,7.2,55.0,Dilip Gulati,Atsede Addy Ethio,Asrani,Arun Bakshi,Drama,2020,3,Good,28.982532173293077,1
Out of the Blue,2021,131.0,Drama,7.2,55.0,Mohneesh Kalyan,Mohit Nain,Amisha Sinha,Rajkumar Kanaujiya,Drama,2020,3,Good,28.982532173293077,1
Papiha 2021,2021,131.0,Drama,7.2,55.0,Ankit Jaiswal,Kiran Acharya,Zeba Hussain,Adhikalp Sharma,Drama,2020,3,Good,28.982532173293077,1
Pedrya (Loser),2021,90.0,Drama,7.2,55.0,Harshad Nalawade,Donna Munshi,Harshad Nalawade,Atul Deshmukh,Drama,2020,3,Good,28.982532173293077,1
Peekaboo,2021,131.0,"Drama, Mystery, Thriller",7.2,55.0,Shamal Chacko,Raavi Kishor,Poornima Sankar,Neena Thampy,Drama,2020,3,Good,28.982532173293077,3
Powai,2021,131.0,Drama,7.2,55.0,Kuldip Patel,Satyen Chaturvedi,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,1
Qala,2021,131.0,"Drama, Horror, Thriller",7.2,55.0,Anvita Dutt,Swastika Mukherjee,Tripti Dimri,Babil Khan,Drama,2020,3,Good,28.982532173293077,3
Raag,2021,131.0,Drama,7.2,55.0,Arvind Tripathi,Rakesh Bedi,Sudha Chandran,Milind Gunaji,Drama,2020,3,Good,28.982532173293077,1
Raghav Radio,2021,131.0,Drama,7.2,55.0,Prashant Singh,Tulip Fazal,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,1
Raksha Bandhan,2021,131.0,"Drama, Family",7.2,55.0,Aanand L. Rai,Akshay Kumar,Shuruti Kumari,Unknown,Drama,2020,3,Good,28.982532173293077,2
Retirement,2021,131.0,Drama,7.2,55.0,Pragyesh Singh,Unknown,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,1
Return Ticket,2021,131.0,Drama,7.2,55.0,Nisant,Arbaaz Khan,Mugdha Godse,Vikram Gokhale,Drama,2020,3,Good,28.982532173293077,1
Romancebaazi,2021,131.0,Drama,7.2,55.0,Sunny Solanki,Mukesh Aahuja,Ashish Kadian,Javed Rizvi,Drama,2020,3,Good,28.982532173293077,1
Safaibaaz - The Scavenger,2021,131.0,"Drama, Family",7.2,55.0,Avneesh Singh,Rajpal Yadav,Johnny Lever,Manpreet Dolly,Drama,2020,3,Good,28.982532173293077,2
Sarhad Wale Daddy,2021,131.0,Drama,7.2,55.0,Snehal Garg,Unknown,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,1
Sherni,2021,131.0,Drama,7.2,55.0,Amit Masurkar,Vidya Balan,Mukul Chadda,Vijay Raaz,Drama,2020,3,Good,28.982532173293077,1
Shoe Maker,2021,131.0,Drama,7.2,55.0,Parvinder Singh Wraich,Harkiran Kaur Wraich,Vinamarjot Singh Wraich,Chitragupta Sinha,Drama,2020,3,Good,28.982532173293077,1
Someone,2021,160.0,"Drama, Romance",7.2,55.0,Sid Bhagvathula,Vibhu Kaushik,Vindhyanshu Dubey,Shreya Ranjan,Drama,2020,3,Good,28.982532173293077,2
Steering,2021,131.0,Drama,7.2,55.0,Nitin Supekar,Casiono Dsoza,Raavi Kishor,Deepalaxmi Moghe,Drama,2020,3,Good,28.982532173293077,1
Sweeper: Service to Humanity,2021,131.0,Drama,7.2,55.0,Rupender Verma,Rupender Verma,Priyanka Karandikar,Rupender Verma,Drama,2020,3,Good,28.982532173293077,1
The Incomplete Man,2021,131.0,"Drama, Thriller",7.2,55.0,Dhiraj Kotkar,Sharib Hashmi,Warina Hussain,Ekavali Khanna,Drama,2020,3,Good,28.982532173293077,2
The Last Show,2021,131.0,Drama,7.2,55.0,Vivek Agnihotri,Anupam Kher,Satish Kaushik,Pallavi Joshi,Drama,2020,3,Good,28.982532173293077,1
The Lipstick Boy,2021,131.0,Drama,7.2,55.0,Abhinav Thakur,Manoj Patel,Sriparna Chakravarty,Aamir Haque,Drama,2020,3,Good,28.982532173293077,1
The Rapist 2021,2021,131.0,Drama,7.2,55.0,Aparna Sen,Konkona Sen Sharma,Arjun Rampal,Tanmay Dhanania,Drama,2020,3,Good,28.982532173293077,1
The Secret in the Wind,2021,131.0,"Drama, Mystery",7.2,55.0,Chandradeep Das,Thomas Raft,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,2
The Tenant,2021,112.0,Drama,7.2,55.0,Sushrut Jain,Shamita Shetty,Rudhraksh Jaiswal,Sheeba Chaddha,Drama,2020,3,Good,28.982532173293077,1
Tomchi,2021,131.0,Drama,7.2,55.0,Rajesh Gupta,Swati Aggarwal,Rati Agnihotri,Narendra Bedi,Drama,2020,3,Good,28.982532173293077,1
Toofan Mail,2021,97.0,Drama,7.2,55.0,Akriti Singh,Shahrukh Chauhan,Arshad Mumtaz,Surya Rao,Drama,2020,3,Good,28.982532173293077,1
Toolsidas Junior,2021,131.0,"Drama, Sport",7.2,55.0,Mridul Mahendra,Sanjay Dutt,Dalip Tahil,Rajiv Kapoor,Drama,2020,3,Good,28.982532173293077,2
Udd Ja Re,2021,83.0,"Drama, Thriller",7.2,55.0,Prarjun Majumder,Rajesh Sharma,Joy Sengupta,Aishwarya Sen,Drama,2020,3,Good,28.982532173293077,2
Untitled Sejal Shah Project,2021,131.0,Drama,7.2,55.0,Sejal Shah,Nawazuddin Siddiqui,Unknown,Unknown,Drama,2020,3,Good,28.982532173293077,1
Vicksy,2021,131.0,Drama,7.2,55.0,Sharrma Mayyank,Manav Anand Ahuja,Amitriyaan,Anindita Ashnita,Drama,2020,3,Good,28.982532173293077,1
Victim,2021,131.0,Drama,7.2,55.0,Faizal Khan,Kuldeep Singh,Mohit Nain,Saafi Kaur,Drama,2020,3,Good,28.982532173293077,1
Whats the plan dude,2021,78.0,Drama,7.2,55.0,Abhishek D Bhola,Amit Kumar Chauhan,Dev Gohar,Sanjiv Lakhanpal,Drama,2020,3,Good,28.982532173293077,1
Woh 3 Din,2021,131.0,Drama,7.2,55.0,Raaj Aashoo,Sanjay Mishra,Payel Mukherjee,Purva Parag,Drama,2020,3,Good,28.982532173293077,1
Woh Ladki Hai Kahaan,2021,131.0,Drama,7.2,55.0,Arshad Syed,Pratik Gandhi,Taapsee Pannu,Unknown,Drama,2020,3,Good,28.982532173293077,1
Women Diaries,2021,131.0,Drama,7.2,55.0,Surya,Mugdha Godse,Sudha Chandran,Unknown,Drama,2020,3,Good,28.982532173293077,1
Zamaanat: And Justice for All,2021,131.0,"Drama, Family, Mystery",7.2,55.0,S. Ramanathan,Amitabh Bachchan,Arshad Warsi,Karisma Kapoor,Drama,2020,3,Good,28.982532173293077,3
Antenna,2021,84.0,Drama,7.1,7.0,Shoib Nikash Shah,Imran Khan,Imran Khan,Azmat Khwaja,Drama,2020,3,Good,14.764034945926833,1
The White Tiger,2021,125.0,"Crime, Drama",7.1,49877.0,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,Crime,2020,3,Good,76.80308064958992,2
Pagglait,2021,114.0,"Comedy, Drama",6.9,7043.0,Umesh Bist,Sanya Malhotra,Sayani Gupta,Sheeba Chaddha,Comedy,2020,3,Good,61.13352714035107,2
Bikroo Kanpur Gangster,2021,131.0,Crime,6.85,55.0,Neeraj Singh,Shraddha Srivastava,Nimai Bali,Anil Rastogi,Crime,2020,3,Good,27.573659081535773,1
Guest Unwanted,2021,137.0,"Crime, Thriller",6.85,55.0,Parvinder Singh Wraich,Harkiran Kaur Wraich,Happy BanMajra,Baljeet Madwara,Crime,2020,3,Good,27.573659081535773,2
Guilty,2021,131.0,Crime,6.85,55.0,Amey Karhade,Rishita Palshetkar,Mahima Thakar,Gdev,Crime,2020,3,Good,27.573659081535773,1
Hanak,2021,131.0,Crime,6.85,55.0,Manish Vatssalya,Manish Goel,Anuradha Mukherjee,Sanjeev Tyagi,Crime,2020,3,Good,27.573659081535773,1
Haseen Dillruba,2021,135.0,"Crime, Drama, Mystery",6.85,55.0,Vinil Mathew,Taapsee Pannu,Vikrant Massey,Harshvardhan Rane,Crime,2020,3,Good,27.573659081535773,3
Legends of Vikasnagar,2021,131.0,Crime,6.85,55.0,Nabeel Firoz,Zeeshan Tahir Ali Khan,Unknown,Unknown,Crime,2020,3,Good,27.573659081535773,1
Love Hostel,2021,131.0,"Crime, Thriller",6.85,55.0,Shanker Raman,Vikrant Massey,Sanya Malhotra,Bobby Deol,Crime,2020,3,Good,27.573659081535773,2
Morjim,2021,118.0,"Crime, Mystery, Thriller",6.85,55.0,Faizan Kareem,Dipannita Sharma,Sharat Saxena,Manjot Singh,Crime,2020,3,Good,27.573659081535773,3
Penthouse,2021,131.0,"Crime, Mystery, Thriller",6.85,55.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Tisca Chopra,Bobby Deol,Crime,2020,3,Good,27.573659081535773,3
Raghu in Mumbai,2021,131.0,Crime,6.85,55.0,Unknown,Unknown,Unknown,Unknown,Crime,2020,3,Good,27.573659081535773,1
Shouting Silence,2021,95.0,"Crime, Drama, Thriller",6.85,55.0,Jaimin Bal,Sachin Khedekar,Samir Singh,Tapaswini Reddy,Crime,2020,3,Good,27.573659081535773,3
Yamuna Paar,2021,106.0,Crime,6.85,55.0,Anuj Kumar Roy,Suraj Anand,Soni Gautam,Nitin Singh Negi,Crime,2020,3,Good,27.573659081535773,1
Fire in the Mountains,2021,84.0,Drama,6.8,26.0,Ajitpal Singh,Vinamrata Rai,Chandan Bisht,Harshita Tiwari,Drama,2020,3,Good,22.411690688829438,1
Ajeeb Daastaans,2021,142.0,"Drama, Romance",6.7,4133.0,Neeraj Ghaywan,Kayoze Irani,Shashank Khaitan,Raj Mehta,Drama,2020,3,Good,55.79090495961948,2
8119 Miles,2021,115.0,"Adventure, Drama, Mystery",6.6,21.0,Joe Eshwar,Ranji Vijayan,Kuriakose Oonnittan,Guy Bleyaert,Adventure,2020,3,Good,20.400880192164884,3
Kabaad- The Coin,2021,132.0,Drama,6.6,76.0,Varadraj Swami,Vivaan Shah,Zoya Afroz,Abhishek Bajaj,Drama,2020,3,Good,28.669115784234315,1
Silence: Can You Hear It,2021,136.0,"Crime, Thriller",6.6,3324.0,Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar,Crime,2020,3,Good,53.5208846903937,2
Skater Girl,2021,107.0,"Drama, Family, Sport",6.6,1154.0,Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta,Drama,2020,3,Good,46.5422471115089,3
Ajayante Randam Moshanam,2021,131.0,"Adventure, Comedy, Drama",6.5,55.0,Jithin Lal,Tovino Thomas,Unknown,Unknown,Adventure,2020,3,Good,26.164785989778473,3
Dusty to Meet Rusty,2021,131.0,"Adventure, Drama",6.5,55.0,Glen Barreto,Unknown,Unknown,Unknown,Adventure,2020,3,Good,26.164785989778473,2
Hawayein,2021,131.0,"Adventure, Drama, Romance",6.5,55.0,Yogesh Vats,Bhavesh Kumar,Ester Noronha,Kiran Kumar,Adventure,2020,3,Good,26.164785989778473,3
Minnal Murali,2021,131.0,"Adventure, Comedy, Fantasy",6.5,55.0,Basil Joseph,Tovino Thomas,Basil Joseph,Aju Varghese,Adventure,2020,3,Good,26.164785989778473,3
The Birth: 10000 BC,2021,109.0,"Adventure, History",6.5,55.0,Dr. Vikram,Pratap Rana,Unknown,Unknown,Adventure,2020,3,Good,26.164785989778473,2
The Dark Jungle,2021,123.0,"Adventure, Horror, Mystery",6.5,55.0,Rakesh Sawant,Bhavesh Kumar,Shakti Kapoor,Sudesh Berry,Adventure,2020,3,Good,26.164785989778473,3
Zinga,2021,131.0,"Adventure, Fantasy, Sci-Fi",6.5,55.0,Jaishankar Chigurula,Sri Ram,Devan Sanjeev,Kasu Naveen Kumar,Adventure,2020,3,Good,26.164785989778473,3
Boxed,2021,115.0,Adventure,6.4,10.0,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi,Mohd Feroz Qureshi,Adventure,2020,3,Good,15.346529745909573,1
12 Bulbule,2021,131.0,"Comedy, Drama, Family",6.3,55.0,Jagat Joon,Sonu Sonkar,Sunita Verman,Anubhav Dixit,Comedy,2020,3,Good,25.359715651631443,3
14 Phere,2021,131.0,Comedy,6.3,55.0,Devanshu Singh,Vikrant Massey,Kriti Kharbanda,Gauahar Khan,Comedy,2020,3,Good,25.359715651631443,1
Aafat-e-Ishq,2021,131.0,"Comedy, Thriller",6.3,55.0,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain,Comedy,2020,3,Good,25.359715651631443,2
Aankh Micholi,2021,131.0,"Comedy, Family",6.3,55.0,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani,Comedy,2020,3,Good,25.359715651631443,2
Afra Tafri,2021,131.0,Comedy,6.3,55.0,Hadi Abrar,Govinda,Sunil Shetty,Gulshan Grover,Comedy,2020,3,Good,25.359715651631443,1
Alpha Beta Gamma,2021,124.0,"Comedy, Drama",6.3,55.0,Shankar Sri Kumar,Amit Kumar Vashisth,Reena Aggarwal,Nishan,Comedy,2020,3,Good,25.359715651631443,2
Atithi Bhooto Bhava,2021,131.0,"Comedy, Drama, Romance",6.3,55.0,Hardik Gajjar,Pratik Gandhi,Jackie Shroff,Sharmin Segal,Comedy,2020,3,Good,25.359715651631443,3
Atrangi Re,2021,131.0,"Comedy, Drama, Romance",6.3,55.0,Aanand L. Rai,Akshay Kumar,Dhanush,Sara Ali Khan,Comedy,2020,3,Good,25.359715651631443,3
Babloo Bachelor,2021,131.0,Comedy,6.3,55.0,Agnidev Chatterjee,Aakash Dabhade,Rajesh Sharma,Asrani,Comedy,2020,3,Good,25.359715651631443,1
Badhaai Do,2021,131.0,Comedy,6.3,55.0,Harshavardhan Kulkarni,Rajkummar Rao,Bhumi Pednekar,Unknown,Comedy,2020,3,Good,25.359715651631443,1
Banda Yeh Bindaas Hai,2021,131.0,Comedy,6.3,55.0,Tabu,Govinda,Lara Dutta,Boman Irani,Comedy,2020,3,Good,25.359715651631443,1
Bhasadbaaz,2021,60.0,"Comedy, Drama",6.3,55.0,Abhishek Prasad,Sheeba Chaddha,Vineet Kumar,Anil Charanjeett,Comedy,2020,3,Good,25.359715651631443,2
Bhool Bhulaiyaa 2,2021,131.0,"Comedy, Horror",6.3,55.0,Anees Bazmee,Tabu,Kiara Advani,Kartik Aaryan,Comedy,2020,3,Good,25.359715651631443,2
Bhoot police,2021,131.0,Comedy,6.3,55.0,Pavan Kripalani,Yami Gautam,Saif Ali Khan,Jacqueline Fernandez,Comedy,2020,3,Good,25.359715651631443,1
Bole Chudiyan,2021,131.0,"Comedy, Drama, Romance",6.3,55.0,Shamas Nawab Siddiqui,Tamannaah Bhatia,Nawazuddin Siddiqui,Rajpal Yadav,Comedy,2020,3,Good,25.359715651631443,3
Bolo Hau,2021,94.0,"Comedy, Romance",6.3,55.0,Tarun Dhanrajgir,Jahnavi Dhanrajgir,Adnan Sajid Khan,Preeti Nigam,Comedy,2020,3,Good,25.359715651631443,2
Dasvi,2021,131.0,"Comedy, Drama",6.3,55.0,Tushar Jalota,Nimrat Kaur,Yami Gautam,Abhishek Bachchan,Comedy,2020,3,Good,25.359715651631443,2
Dehati Disco,2021,131.0,"Comedy, Musical",6.3,55.0,Manoj Sharma,Ganesh Acharya,Ravi Kishan,Manoj Joshi,Comedy,2020,3,Good,25.359715651631443,2
Desi Magic,2021,131.0,"Comedy, Romance",6.3,55.0,Mehul Atha,Cait Alexander,Ameesha Patel,Esha Gupta,Comedy,2020,3,Good,25.359715651631443,2
Dostana 2,2021,131.0,Comedy,6.3,55.0,Collin D'Cunha,Janhvi Kapoor,Abhishek Banerjee,Kirron Kher,Comedy,2020,3,Good,25.359715651631443,1
Dwimukha,2021,122.0,"Comedy, Drama, Mystery",6.3,55.0,Madhu Shrikaar,Praveen Atharva,Vijay Chandra,Vijay Chendoor,Comedy,2020,3,Good,25.359715651631443,3
Gangs of Malgudi,2021,131.0,Comedy,6.3,55.0,Guru Savan,Sanjay Mishra,Rohit Gupta,Unknown,Comedy,2020,3,Good,25.359715651631443,1
Good Luck Jerry,2021,131.0,"Comedy, Crime, Drama",6.3,55.0,Siddharth Sengupta,Janhvi Kapoor,Sushant Singh,Mita Vashisht,Comedy,2020,3,Good,25.359715651631443,3
Holy Cow,2021,131.0,Comedy,6.3,55.0,Sai Kabir,Nawazuddin Siddiqui,Sanjay Mishra,Tigmanshu Dhulia,Comedy,2020,3,Good,25.359715651631443,1
I Am Not a Player,2021,131.0,Comedy,6.3,55.0,Chand Mehta,Arjun Kapoor,Shubhangi Latkar,Manoj Bakshi,Comedy,2020,3,Good,25.359715651631443,1
Jaako Raakhe Saaiyan,2021,131.0,Comedy,6.3,55.0,Rajiv S. Ruia,Arjun Rampal,Tigmanshu Dhulia,Rajpal Yadav,Comedy,2020,3,Good,25.359715651631443,1
Janhit Mein Jaari,2021,131.0,Comedy,6.3,55.0,Omung Kumar,Nushrat Bharucha,Pavail Gulati,Unknown,Comedy,2020,3,Good,25.359715651631443,1
Jayeshbhai Jordaar,2021,131.0,Comedy,6.3,55.0,Divyang Thakkar,Ranveer Singh,Boman Irani,Ratna Pathak Shah,Comedy,2020,3,Good,25.359715651631443,1
Jogira Sara Ra Ra,2021,131.0,"Comedy, Romance",6.3,55.0,Kushan Nandy,Nawazuddin Siddiqui,Neha Sharma,Vishal Anand,Comedy,2020,3,Good,25.359715651631443,2
Jug Jugg Jeeyo,2021,131.0,Comedy,6.3,55.0,Raj Mehta,Anil Kapoor,Kiara Advani,Varun Dhawan,Comedy,2020,3,Good,25.359715651631443,1
Justice For Good Content,2021,131.0,Comedy,6.3,55.0,Ali Haji,Kritika Avasthi,Chirag Bajaj,Dhaval Barbhaya,Comedy,2020,3,Good,25.359715651631443,1
Love You Pappu,2021,131.0,"Comedy, Romance",6.3,55.0,Ajay Veermal,Krishna Bhatt,Manil Mayank Mishra,Tripti Bajoria,Comedy,2020,3,Good,25.359715651631443,2
Oh My Kadavule Hindi Remake,2021,131.0,Comedy,6.3,55.0,Ashwath Marimuthu,Unknown,Unknown,Unknown,Comedy,2020,3,Good,25.359715651631443,1
Phone Bhoot,2021,131.0,"Comedy, Horror",6.3,55.0,Gurmmeet Singh,Katrina Kaif,Jackie Shroff,Ishaan Khattar,Comedy,2020,3,Good,25.359715651631443,2
Sandeep Aur Pinky Faraar,2021,125.0,"Comedy, Crime, Drama",6.3,6489.0,Dibakar Banerjee,Parineeti Chopra,Arjun Kapoor,Jaideep Ahlawat,Comedy,2020,3,Good,55.301512201098255,3
Sharmaji Namkeen,2021,131.0,Comedy,6.3,55.0,Hitesh Bhatia,Paresh Rawal,Juhi Chawla,Rishi Kapoor,Comedy,2020,3,Good,25.359715651631443,1
Shukrdosh,2021,131.0,Comedy,6.3,55.0,Anup Thapa,Puneet Issar,Mugdha Godse,Grusha Kapoor,Comedy,2020,3,Good,25.359715651631443,1
Sonam Gupta Bewafa Hai,2021,131.0,Comedy,6.3,55.0,Ssaurabh Tyagi,Surbhi Jyoti,Atul Srivastava,Jassie Gill,Comedy,2020,3,Good,25.359715651631443,1
Thank God,2021,131.0,Comedy,6.3,55.0,Indra Kumar,Rakul Preet Singh,Ajay Devgn,Sidharth Malhotra,Comedy,2020,3,Good,25.359715651631443,1
The Right Click,2021,131.0,"Comedy, Romance",6.3,55.0,Debatma Mandal,Yashaswini Dayama,Prit Kamani,Unknown,Comedy,2020,3,Good,25.359715651631443,2
Tom Dick and Harry Returns,2021,131.0,Comedy,6.3,55.0,Deepak Tijori,Jimmy Sheirgill,Sana Khaan,Aftab Shivdasani,Comedy,2020,3,Good,25.359715651631443,1
Untitled Indian Comedy/Drama,2021,131.0,"Comedy, Drama, Musical",6.3,55.0,Aditya Agnihotri,Unknown,Unknown,Unknown,Comedy,2020,3,Good,25.359715651631443,3
Untitled Shakun Batra Film,2021,131.0,"Comedy, Drama, Romance",6.3,55.0,Shakun Batra,Deepika Padukone,Ananya Panday,Siddhant Chaturvedi,Comedy,2020,3,Good,25.359715651631443,3
Wedlock,2021,131.0,Comedy,6.3,55.0,Sachin P. Karande,Raghav Juyal,Neha Bam,Deepak Kalra,Comedy,2020,3,Good,25.359715651631443,1
Ye mard bechara,2021,131.0,Comedy,6.3,55.0,Anup Thapa,Veeraj Rao,Manukriti Pahwa,Seema Bhargava,Comedy,2020,3,Good,25.359715651631443,1
Mumbai Saga,2021,135.0,"Action, Crime",6.1,7295.0,Sanjay Gupta,John Abraham,Emraan Hashmi,Mahesh Manjrekar,Action,2020,3,Good,54.25999734370042,2
The Big Bull,2021,153.0,"Biography, Crime, Drama",6.1,11536.0,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz,Biography,2020,3,Good,57.055218699656464,3
Tribhanga,2021,95.0,"Drama, Family",6.1,2508.0,Renuka Shahane,Kajol,Tanvi Azmi,Mithila Palkar,Drama,2020,3,Good,47.74860123283517,2
Aafreen,2021,131.0,Romance,6.05,55.0,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty,Romance,2020,3,Good,24.353377728947656,1
Ab Ye Galtiyan Na Ho,2021,131.0,Romance,6.05,55.0,Masum Ali Khan,Karamveer Choudhary,Subeer Kasali,Unknown,Romance,2020,3,Good,24.353377728947656,1
Ae Kaash Ke Hum,2021,131.0,Romance,6.05,55.0,Vishal Mishra,Vivaan Shah,Priya Singh,Sophia Singh,Romance,2020,3,Good,24.353377728947656,1
Anek,2021,131.0,Unknown,6.05,55.0,Anubhav Sinha,Ayushmann Khurrana,Unknown,Unknown,Unknown,2020,3,Good,24.353377728947656,1
Bunty Aur Babli 2,2021,131.0,Romance,6.05,55.0,Varun V. Sharma,Rani Mukerji,Saif Ali Khan,Pankaj Tripathi,Romance,2020,3,Good,24.353377728947656,1
Chandigarh Kare Aashiqui,2021,131.0,Romance,6.05,55.0,Abhishek Kapoor,Ayushmann Khurrana,Vaani Kapoor,Leena Sharma,Romance,2020,3,Good,24.353377728947656,1
Deewaanee,2021,131.0,Romance,6.05,55.0,Raam Sharma,Kader Khan,Sadashiv Amrapurkar,Kunickaa Sadanand,Romance,2020,3,Good,24.353377728947656,1
Dhyey,2021,131.0,Romance,6.05,55.0,Trinayan Sharma,Shaziya Lala,Jageshwar Banvariya,Shaikh Umiya,Romance,2020,3,Good,24.353377728947656,1
Dilbar,2021,131.0,Romance,6.05,55.0,Guddu,Shamas Durrani,Brij Gopal,Raman Gupta,Romance,2020,3,Good,24.353377728947656,1
Fun In Goa,2021,131.0,Unknown,6.05,55.0,Ashish Kumar Dubey,Gajendra,Unknown,Unknown,Unknown,2020,3,Good,24.353377728947656,1
Gokula Krishna,2021,90.0,Animation,6.05,55.0,Murugan V.,Unknown,Unknown,Unknown,Animation,2020,3,Good,24.353377728947656,1
Ittar,2021,131.0,Romance,6.05,55.0,Veena Bakshi,Deepak Tijori,Rituparna Sengupta,Sanyogita Bhave,Romance,2020,3,Good,24.353377728947656,1
Kake,2021,131.0,Unknown,6.05,55.0,Satyam Raj,Unknown,Unknown,Unknown,Unknown,2020,3,Good,24.353377728947656,1
Karnam Malleswari Biopic,2021,131.0,Sport,6.05,55.0,Sanjana Reddy,Unknown,Unknown,Unknown,Sport,2020,3,Good,24.353377728947656,1
Koochie Koochie Hota Hai,2021,131.0,"Animation, Family, Musical",6.05,55.0,Tarun Mansukhani,Shah Rukh Khan,Kajol,Rani Mukerji,Animation,2020,3,Good,24.353377728947656,3
Not Reachable,2021,131.0,Unknown,6.05,55.0,Sanjeev Kumar Rajput,Zaib Bhat,Sameer Chahar,Mugdha Godse,Unknown,2020,3,Good,24.353377728947656,1
Pippa,2021,131.0,War,6.05,55.0,Raja Menon,Mrunal Thakur,Ishaan Khattar,Priyanshu Painyuli,War,2020,3,Good,24.353377728947656,1
Rashmi Rocket,2021,131.0,Sport,6.05,55.0,Akarsh Khurana,DJ Farman,Mostafiz Mortoza,Priyanshu Painyuli,Sport,2020,3,Good,24.353377728947656,1
Sam Bahadur,2021,131.0,War,6.05,55.0,Meghna Gulzar,Vicky Kaushal,Unknown,Unknown,War,2020,3,Good,24.353377728947656,1
Taalismaan,2021,131.0,Fantasy,6.05,55.0,Ram Madhvani,Amitabh Bachchan,Unknown,Unknown,Fantasy,2020,3,Good,24.353377728947656,1
Tape Recorder,2021,131.0,Romance,6.05,55.0,Mahaveer Shringi,Rajesh Dubeay,Kanchan Mishra,Sania Mistry,Romance,2020,3,Good,24.353377728947656,1
Tauba Tera Jalwa,2021,131.0,"Romance, Thriller",6.05,55.0,Akashaditya Lama,Ameesha Patel,Rajesh Sharma,Jahangir Khan,Romance,2020,3,Good,24.353377728947656,2
The Love Style,2021,131.0,Romance,6.05,55.0,Pawan Kumar,Manoj Bakshi,Aditi Bharadwaj,Sunita Choudhary,Romance,2020,3,Good,24.353377728947656,1
Unfair & Lovely,2021,131.0,Romance,6.05,55.0,Balwinder Singh Janjua,Randeep Hooda,Ileana D'Cruz,Rajendra Bhatia,Romance,2020,3,Good,24.353377728947656,1
Zindagi Unlimited,2021,105.0,Unknown,6.05,55.0,Vipin Agnihotri,Amit Pandey,Kanchi Rohela,Kritika Sanghavi,Unknown,2020,3,Good,24.353377728947656,1
Shaadisthan,2021,94.0,"Drama, Musical",6.0,191.0,Raj Singh Chaudhary,Nivedita Bhattacharya,Sanjay Dadhich,Kirti Kulhari,Drama,2020,3,Average,31.54497223216669,2
Aham Brahmasmi,2021,106.0,Action,5.9,55.0,Megastar Maharishi Aazaad,Unknown,Unknown,Unknown,Action,2020,3,Average,23.749574975337385,1
Antim: The Final Truth,2021,131.0,Action,5.9,55.0,Mahesh Manjrekar,Salman Khan,Jisshu Sengupta,Nikitin Dheer,Action,2020,3,Average,23.749574975337385,1
Attack,2021,131.0,"Action, Thriller",5.9,55.0,Lakshya Raj Anand,Rakul Preet Singh,John Abraham,Jacqueline Fernandez,Action,2020,3,Average,23.749574975337385,2
Bellbottom,2021,130.0,"Action, Thriller",5.9,55.0,Ranjit Tewari,Huma Qureshi,Akshay Kumar,Vaani Kapoor,Action,2020,3,Average,23.749574975337385,2
